,Lyrics,Year
15,"Midnight
You come and pick me up, no headlights
Long drive
Could end in burning flames or paradise

Fade into view, oh
It's been a while since I have even heard from you
(Heard from you)

I should just tell you to leave 'cause I
Know exactly where it leads but I
Watch us go 'round and 'round each time

You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And then we go crashing down, we come back every time
'Cause we never go out of style
We never go out of style

You got that long hair, slick back, white t-shirt
And I got that good girl faith and a tight little skirt
And when we go crashing down, we come back every time
We never go out of style
We never go out of style

So it goes
He can't keep his wild eyes on the road
Takes me home
Lights are off, he's taking off his coat

I say I heard, oh
That you've been out and about with some other girl
Some other girl

He says what you heard is true but I
Can't stop thinking about you and I
I said I've been there too a few times

'Cause you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And then we go crashing down, we come back every time
'Cause we never go out of style
We never go out of style

You got that long hair, slick back, white t-shirt
And I got that good girl faith and a tight little skirt (a tight little skirt)
And when we go crashing down, we come back every time
'Cause we never go out of style (we never go, we never go)
We never go out of style

Take me home
Just take me home
Yeah, just take me home

(Out of style)
Oh, you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style
We never go out of style",1990
16,"You used to call me on my, you used to, you used to
You used to call me on my cell phone
Late night when you need my love
Call me on my cell phones
Late night when you need my love
I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

Ever since I left the city you
Got a reputation for yourself now
Everybody knows and I feel left out
Girl you got me down, you got me stressed out
'Cause ever since I left the city, you
Started wearing less and goin' out more
Glasses of champagne out on the dance floor
Hangin' with some girls I've never seen before

You used to call me on my cell phone
Late night when you need my love
Call me on my cell phone
Late night when you need my love
I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

Ever since I left the city, you, you, you
You and me we just don't get along
You make me feel like I did you wrong
Going places where you don't belong
Ever since I left the city, you
You got exactly what you asked for
Running out of pages on your passport
Hanging with some girls I've never seen before

You used to call me on my cell phone
Late night when you need my love
Call me on my cell phone
Late night when you need my love
I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing

These days, all I do is
Wonder if you bendin' over backwards for someone else
Wonder if your rollin' backwoods for someone else
Doing things I taught you gettin' nasty for someone else
You don't need no one else
You don't need nobody else, no
Why you never alone
Why you always touching road
Used to always stay at home, be a good girl
You was in the zone
You should just be yourself
Right now, you're someone else

You used to call me on my cell phone
Late night when you need my love
Call me on my cell phone
Late night when you need my love
I know when that hotline bling
That can only mean one thing
I know when that hotline bling
That can only mean one thing",1990
17,"Loving can hurt, loving can hurt sometimes
But it's the only thing that I know
When it gets hard, you know it can get hard sometimes
It is the only thing that makes us feel alive

We keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closing
Hearts are never broken
Time's forever frozen still

So you can keep me
Inside the pocket of your ripped jeans
Holding me close until our eyes meet
You won't ever be alone, wait for me to come home

Loving can heal, loving can mend your soul
And it's the only thing that I know, know
I swear it will get easier, remember that with every piece of you, mmm
And it's the only thing we take with us when we die

Mmm, we keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closing
Hearts were never broken
Time's forever frozen still

So you can keep me
Inside the pocket of your ripped jeans
Holding me close until our eyes meet
You won't ever be alone
And if you hurt me
That's okay baby, only words bleed
Inside these pages you just hold me
And I won't ever let you go
Wait for me to come home
Wait for me to come home
Wait for me to come home
Wait for me to come home

Oh you can fit me
Inside the necklace you got when you were sixteen
Next to your heartbeat where I should be
Keep it deep within your soul
And if you hurt me
Well that's okay baby, only words bleed
Inside these pages you just hold me
And I won't ever let you go

I will remember how you kissed me
Under the lamppost back on Sixth Street
Hearing you whisper through the phone
Wait for me to come home",1990
18,"Hello, it's me
I was wondering if after all these years
You'd like to meet
To go over everything
They say that time's supposed to heal ya
But I ain't done much healing

Hello, can you hear me?
I'm in California dreaming about who
We used to be
When we were younger and free
I've forgotten how it felt
Before the world fell at our feet

There's such a difference between us
And a million miles

Hello from the other side
I must have called a thousand times
To tell you I'm sorry
For everything that I've done
But when I call
You never seem to be home

Hello from the outside
At least I can say that I've tried
To tell you I'm sorry
For breaking your heart
But it don't matter
It clearly doesn't tear you apart
Anymore

Hello, how are you?
It's so typical of me to talk
About myself, I'm sorry
I hope that you're well
Did you ever make it out of that town
Where nothing ever happened?

It's no secret that the both of us
Are running out of time

So hello from the other side
(Other side)
I must have called a thousand times
(Thousand times)
To tell you I'm sorry
For everything that I've done
But when I call
You never seem to be home

Hello from the outside
(Outside)
At least I can say that I've tried
(I've tried)
To tell you I'm sorry
For breaking your heart
But it don't matter
It clearly doesn't tear you apart
Anymore

Ooh, anymore
Ooh, anymore
Ooh, anymore
Anymore

Hello from the other side
(Other side)
I must have called a thousand times
(Thousand times)
To tell you I'm sorry
For everything that I've done
But when I call
You never seem to be home

Hello from the outside
(Outside)
At least I can say that I've tried
(I've tried)
To tell you I'm sorry
For breaking your heart
But it don't matter
It clearly doesn't tear you apart
Anymore",1990
19,"I thought that I'd been hurt before
But no one's ever left me quite this sore
Your words cut deeper than a knife
Now I need someone to breathe me back to life

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches

Tripping over myself,
I'm aching begging you to come help
And now that I'm without your kisses
I'll be needing stitches

Just like a moth drawn to a flame
Oh, you lured me in, I couldn't sense the pain
Your bitter heart cold to the touch
Now I'm gonna reap what I sow
I'm left seeing red on my own

Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches

Tripping over myself,
I'm aching begging you to come help
And now that I'm without your kisses
I'll be needing stitches

Needle and the thread,
Gotta get you out of my head
Needle and the thread,
Gonna wind up dead

Needle and the thread,
Gotta get you out of my head
Needle and the thread,
Gonna wind up dead

Needle and the thread,
Gotta get you out of my head
Needle and the thread,
Gonna wind up dead

Needle and the thread,
Gotta get you out of my head, get you out of my head

You watch me bleed until I can't breathe
I'm shaking, falling onto my knees (falling on my knees)
And now that I'm without your kisses
I'll be needing stitches (and I'll be needing stitches)

Tripping over myself,
I'm aching begging you to come help (begging, ""Baby, please"")
And now that I'm without your kisses
I'll be needing stitches

(And now that)
I'm without your kisses
I'll be needing stitches
(And now that)
I'm without your kisses
I'll be needing stitches",2000
20,"Best stay in bed
The feeling of your skin locked in my head
Smoke, smoke me broke
I don't care, I'm down for what you want

Day drunk into the night wanna keep you here
'Cause you dry my tears, yeah
Summer lovin' and fights how it is for us
And it's all because

Now if we're talking body
You got a perfect one
So put it on me
Swear it won't take you long
If you love me right
We fuck for life
On and on and on

Now if we're talking body
You got a perfect one
So put it on me
Swear it won't take you long
If you love me right
We fuck for life
On and on and on

Love give me love
Anything you want, I'll give it up
Lips, lips I kiss
Bite me while I taste your fingertips

Day drunk into the night wanna keep you here
'Cause you dry my tears, yeah
Summer lovin' and fights how it is for us
And it's all because

Now if we're talking body
You got a perfect one
So put it on me
Swear it won't take you long
If you love me right
We fuck for life
On and on and on

Now if we're talking body
You got a perfect one
So put it on me
Swear it won't take you long
If you love me right
We fuck for life
On and on and on

Uh uh

Bodies! Our baby making bodies, we just use for fun
Bodies! Let's use them up till every little piece is gone
Let's go
On and on and on
Let's go
On and on
Let's go

Now if we're talking body
You got a perfect one
So put it on me
Swear it won't take you long
If you love me right
We fuck for life
On and on and on

Now if we're talking body
You got a perfect one
So put it on me
Swear it won't take you long
If you love me right
We fuck for life
On and on and on

We're talking body
Put it on me
If you love me right
We fuck for life
On and on and on

Now if we're talking body
You got a perfect one
So put it on me
Swear it won't take you long
If you love me right
We fuck for life
On and on and on",2000
21,"I don't like the way he's looking at you
I'm starting to think you want him too
Am I crazy, have I lost ya?
Even though I know you love me, can't help it

I turn my chin music up
And I'm puffing my chest
I'm getting red in the face
You can call me obsessed
It's not your fault that they hover
I mean no disrespect
It's my right to be hellish
I still get jealous

'Cause you're too sexy, beautiful
And everybody wants a taste
That's why (That's why)
I still get jealous

'Cause you're too sexy, beautiful
And everybody wants a taste
That's why (That's why)
I still get jealous

I wish you didn't have to post it all
I wish you'd save a little bit just for me
Protective or possessive, yeah
Call it passive or aggressive

I turn my chin music up
And I'm puffing my chest
I'm getting red in the face
You can call me obsessed
It's not your fault that they hover
I mean no disrespect
It's my right to be hellish
I still get jealous

'Cause you're too sexy, beautiful
And everybody wants a taste
That's why (That's why)
I still get jealous

'Cause you're too sexy, beautiful
And everybody wants a taste
That's why (That's why)
I still get jealous

You're the only one invited
I said there's no one else for you
'Cause you know I get excited, yeah
When you get jealous too

I turn my chin music up
And I'm puffing my chest
I'm turning red in the face
You can call me obsessed
It's not your fault that they hover
I mean no disrespect
It's my right to be hellish
I still get jealous

'Cause you're too sexy, beautiful
And everybody wants a taste
That's why (That's why)
I still get jealous

'Cause you're too sexy, beautiful
And everybody wants a taste
That's why (That's why)
I still get jealous

Oh (That's why)
I still get jealous
Oh (That's why)
I still get jealous",2000
22,"Some legends are told, some turn to dust or to gold
But you will remember me, remember me for centuries
And just one mistake is all it will take
We'll go down in history, remember me for centuries

Hey ya, oh hey
Hey ya, remember me for centuries

Mummified my teenage dreams
No, it's nothing wrong with me
The kids are all wrong, the story's all off
Heavy metal broke my heart
Come on, come on and let me in
Them bruises on your thighs like my fingerprints
And this is s'posed to match the darkness that you felt
I never meant for you to fix yourself

Some legends are told, some turn to dust or to gold
But you will remember me, remember me for centuries
And just one mistake is all it will take
We'll go down in history, remember me for centuries

Hey ya, oh hey
Hey ya, remember me for centuries

I can't stop 'til the whole world knows my name
'Cause I was only born inside my dreams
Until you die for me, as long as there's a light
My shadow's over you, 'cause I, I am the opposite of amnesia
And you're a cherry blossom, you're about to bloom
You look so pretty, but you're gone so soon

Some legends are told, some turn to dust or to gold
But you will remember me, remember me for centuries
And just one mistake is all it will take
We'll go down in history, remember me for centuries

Hey ya, oh hey
Hey ya, remember me for centuries

We've been here forever
And here's the frozen proof
I could scream forever
We are the poisoned youth

Some legends are told, some turn to dust or to gold
But you will remember me, remember me for centuries
And just one mistake is all it will take
We'll go down in history, remember me for centuries

Hey ya, oh hey
We'll go down in history
Remember me for centuries",2000
23,"I don't know if you were looking at me or not
You probably smile like that all the time
And I don't mean to bother you, but
I couldn't just walk by
And not say 'Hi'

And I know your name
'Cause everybody in here knows your name
And you're not looking for anything right now
So I don't wanna come on strong
But don't get me wrong
Your eyes are so intimidating
My heart is pounding but
It's just a conversation
No girl I'm not gonna waste it
You don't know me
I don't know you but I want to

I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just want to take your time

I don't wanna wreck your Friday
I ain't gonna waste my lies
I don't have to take your heart
I just wanna take your time

And I know it starts with hello
And the next thing you know your trying to be nice
And some guys getting too close
Trying to pick you up
Trying to get you drunk

And I'm sure one of your friends is about to come over here
'Cause she's supposed to save you from random guys
That talk to much and wanna stay too long
It's the same old song and dance but I think you know it well

You coulda rolled your eyes
Told me to go to hell
Coulda walked away
But you're still here
And I'm still here
Come on let's see where it goes

I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just wanna take your time

I don't have to meet your mother
We don't have to cross that line
I don't wanna steal your covers
I just wanna take your time

I don't wanna go home with you

I just wanna be alone with you

I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just wanna take your time

I don't wanna blow your phone up
I just wanna blow your mind
I don't have to take your heart
I just wanna take your time

No, I ain't gotta call you baby
And I ain't gotta call you mine
I don't have to take your heart
I just wanna take your time",2000
24,"Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals
Animals
Like animals, -mals...

Maybe you think that you can hide
I can smell your scent for miles
Just like animals
Animals
Like animals, -mals...

Baby, I'm...

So what you trying to do to me?
It's like we can't stop, we're enemies
But we get along when I'm inside you

You're like a drug that's killing me
I cut you out entirely
But I get so high when I'm inside you 

Yeah, you can start over, you can run free
You can find other fish in the sea
You can pretend it's meant to be
But you can't stay away from me

I can still hear you making that sound
Taking me down, rolling on the ground 
You can pretend that it was me, but no...

Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals
Animals
Like animals, -mals...

Maybe you think that you can hide
I can smell your scent for miles
Just like animals
Animals
Like animals, -mals...

Baby, I'm...

So if I run, it's not enough
You're still in my head, forever stuck
So you can do what you wanna do
I love your lies, I'll eat 'em up
But don't deny the animal
That comes alive when I'm inside you

Yeah, you can start over, you can run free
You can find other fish in the sea
You can pretend it's meant to be
But you can't stay away from me

I can still hear you making that sound
Taking me down, rolling on the ground 
You can pretend that it was me, but no...

Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals
Animals
Like animals, -mals...

Maybe you think that you can hide
I can smell your scent for miles
Just like animals
Animals
Like animals, -mals...

Baby, I'm...

Don't tell no lie, lie lie lie
You can't deny, -ny -ny -ny
The beast inside, -side -side -side
Yeah, yeah, yeah

No girl don't lie, lie lie lie
You can't deny, -ny -ny -ny
The beast inside, -side -side -side
Yeah, yeah, yeah

Just like animals
Animals 
Like animals, -mals...

Just like animals
Animals
Like animals, -mals...

Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals
Animals
Like animals, -mals...

Maybe you think that you can hide
I can smell your scent for miles
Just like animals
Animals
Like animals, -mals...

Baby, I'm...

Don't tell no lie, lie lie lie
You can't deny, -ny -ny -ny
The beast inside, -side -side -side
Yeah, yeah, yeah

No girl don't lie, lie lie lie
You can't deny, -ny -ny -ny
The beast inside, -side -side -side
Yeah, yeah, yeah",2000
25,"Yayo, yayo
Moo-la-lah
Yayo

Bitch better have my money!
Y'all should know me well enough
Bitch better have my money!
Please don't call me on my bluff
Pay me what you owe me
Ballin' bigger than LeBron
Bitch, give me your money
Who y'all think y'all frontin' on?
Like brrap, brrap, brrap

Louis XIII and it's all on me, nigga you just bought a shot
Kamikaze if you think that you gon' knock me off the top
Shit, your wife in the backseat of my brand new foreign car
Don't act like you forgot, I call the shots, shots, shots
Like brrap, brrap, brrap
Pay me what you owe me, don't act like you forgot

Bitch better have my money!
Bitch better have my money!
Pay me what you owe me
Bitch better have my (bitch better have my)
Bitch better have my (bitch better have my)
Bitch better have my money!

Turn up to Rihanna while the whole club fuckin' wasted
Every time I drive by, I'm the only thing you're playin'
In a drop top, doin' hundred, y'all in my rearview mirror racin'
Where y'all at? Where y'all at? Where y'all at?
Like brrap, brrap, brrap

Louis XIII and it's all on me, nigga you just bought a shot
Kamikaze if you think that you gon' knock me off the top
Shit, your wife in the backseat of my brand new foreign car
Don't act like you forgot, I call the shots, shots, shots
Like brrap, brrap, brrap
Pay me what you owe me, don't act like you forgot

Bitch better have my money!
Bitch better have my money!
Pay me what you owe me
Bitch better have my (bitch better have my)
Bitch better have my (bitch better have my)
Bitch better have my money!

Bitch better have my money!
Bitch better have my money!
Pay me what you owe me
Bitch better have my (bitch better have my)
Bitch better have my (bitch better have my)
Bitch better have my money!

Bitch better have my money!
Bitch better have my money!
Bitch, bitch, bitch better have my money!
Yo, that bitch better have my money!
Hold up
My money!
Yo, my money!
That bitch better have my money!
Bitch better have my money!",2000
26,"Ya say Roro, you know what it is, right?
Who is Rickey Wayne; the mixtape,
Ya feel me?

First, let me hop out motherfucking Porsche
I don't want her if that ass don't sit like a horse
I be balling on these niggas, got me feeling like sports
Dash got so much wood I could build me a fort

Had too many things I ain't done yet
I'm the king of this shit
Ground by the toilet
I'm just barley getting started

You already upset
Got a tiger as a pet
I just took 'em to the vet
Homie I been making hits
I'm the rap Derek Jeter
Let your bitch ride on me
Like she was on a feeder

If the pussy ain't good
Then I prolly won't feed her
Lil' homie, you can keep her
Because I really don't need her
I ain't worried 'bout a feature

Homeboy, you's a pee on
Toilet seat ass nigga, man, I swear you getting peed on
Man, my jewelry so cold I walk around with the heat on
My alarm clock set just in case they wanna sleep on
Ya dig...

I'm a full time playa
Hopping out of alligators
Sipping lean and now a later
Homie, I'll annihilate you
If you think you wanna battle
You gone have to pay some paper
I just hit her and I quit her
I will never ever date her

It's a shame how I'm barely getting love in this city
Travel to another town, you can bet they fucking with me
I be killin' this shit
Pray to God they forgive me
They say when you blow up, don't forget me
Man...

I been on fire
Ever since they made the lighter
My boys a pull up on yo' homie, I ain't talking diapers
Walk into your function on point; I'm like a sniper
My girl bad like Dej Loaf so don't try her

Flexing all on ya other homeboys, you ain't ready
10 times sharper than Michael Myer's machete
Been about the money, I ain't worried 'bout the fame
'Bout to have everybody saying ""Who is Rickey Wayne?""
That's me",2000
27,"And another one bites the dust
Oh, why can I not conquer love?
And I might have thought that we were one
Wanted to fight this war without weapons

And I wanted it, I wanted it bad
But there were so many red flags
Now another one bites the dust
Yeah, let's be clear, I'll trust no one

You did not break me
I'm still fighting for peace

I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart

I've got an elastic heart
Yeah, I've got an elastic heart

And I will stay up through the night
Yeah, let's be clear, won't close my eyes
And I know that I can survive
I'll walk through fire to save my life

And I want it, I want my life so bad
I'm doing everything I can
Then another one bites the dust
It's hard to lose a chosen one

You did not break me
I'm still fighting for peace

I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart

I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart

I've got thick skin and an elastic heart
But your blade, it might be too sharp
I'm like a rubber band until you pull too hard
I may snap and I move fast
But you won't see me fall apart
'Cause I've got an elastic heart

I've got an elastic heart",2000
28,"Tell me what you want, what you like
It's okay
I'm a little curious too
Tell me if it's wrong
If it's right, I don't care
I can keep a secret, can you?

Got my mind on your body
And your body on my mind
Got a taste for the cherry
I just need to take a bite
Don't tell your mother
Kiss one another
Die for each other
We're cool for the summer
(Ha)

Ooh
Ooh

Take me down into your paradise
Don't be scared 'cause I'm your body type
Just something that we wanna try
'Cause you and I
We're cool for the summer

Tell me if I won
If I did, what's my prize?
I just wanna play with you, too
Even if they judge
Fuck it all, I'll do the time
I just wanna have some fun with you

Got my mind on your body
And your body on my mind
Got a taste for the cherry
I just need to take a bite
Don't tell your mother
Kiss one another
Die for each other
We're cool for the summer
(Ha)

Ooh
Ooh

Take me down into your paradise
Don't be scared 'cause I'm your body type
Just something that we wanna try
'Cause you and I
We're cool for the summer
(Ha)
We're cool for the summer
We're cool for the summer

Shhhh
Don't tell your mother

Got my mind on your body
And your body on my mind
Got a taste for the cherry
I just need to take a bite

(Take me down)
Take me down into your paradise
(Don't, be, scared)
Don't be scared 'cause I'm your body type
Just something that we wanna try
(Wanna try)
'Cause you and I
(You and I)
We're cool for the summer

(Take me down) We're cool for the summer
(Don't be scared) 'Cause I'm your body type
(Just something) Just something that we wanna try
'Cause you and I
(You and I)
We're cool for the summer
(Ha)
Ooh
We're cool for the summer",2000
29,"Run away-ay with me
Lost souls in revelry (hey)
Running wild and running free
Two kids, you and me (hey)

And I say hey, hey hey hey
Living like we're renegades
Hey hey hey, hey hey hey
Living like we're renegades
Renegades, renegades

Long live the pioneers
Rebels and mutineers (hey)
Go forth and have no fear
Come close and lend an ear (hey)

And I say hey, hey hey hey
Living like we're renegades
Hey hey hey, hey hey hey
Living like we're renegades
Renegades, renegades

All hail the underdogs
All hail the new kids
All hail the outlaws
Spielbergs and Kubricks

It's our time to make a move
It's our time to make amends
It's our time to break the rules
Let's begin

And I say, hey, hey hey hey
Living like we're renegades
Hey hey hey, hey hey hey
Leaving like we're renegades
Renegades, renegades",2000
30,"He said, ""Let's get out of this town""
Drive out of the city, away from the crowds""
I thought heaven can't help me now
Nothing lasts forever

But this is gonna take me down
He's so tall and handsome as hell
He's so bad but he does it so well
I can see the end as it begins
My one condition is...

Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams...
Wildest dreams...

I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothing lasts forever

But this is getting good now
He's so tall and handsome as hell
He's so bad but he does it so well
And when we've had our very last kiss
My last request is...

Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams...
Wildest dreams...

You'll see me in hindsight
Tangled up with you all night
Burning it down
Someday when you leave me
I'll bet these memories
Follow you around

You'll see me in hindsight
Tangled up with you all night
Burning it down (down)
Someday when you leave me
I'll bet these memories
Follow you around (follow you around)

Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend...

Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
(Just pretend, just pretend)
Wildest dreams...
In your wildest dreams...

(Even if it's just in your)
Wildest dreams...
In your wildest dreams...",2000
31,"Guess it's true, I'm not good at a one-night stand
But I still need love 'cause I'm just a man
These nights never seem to go to plan
I don't want you to leave, will you hold my hand?

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me

Why am I so emotional?
No it's not a good look, gain some self control
And deep down I know this never works
But you can lay with me so it doesn't hurt

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me

Oh, won't you stay with me?
'Cause you're all I need
This ain't love it's clear to see
But darling, stay with me",2000
32,"(What the heart wants...)
(The heart wants...)
(What the heart wants...)

You got me sippin' on something
I can't compare to nothing
I've ever known, I'm hoping
That after this fever I'll survive
I know I'm acting a bit crazy
Strung out, a little bit hazy
Hand over heart, I'm praying
That I'm gonna make it out alive

The bed's getting cold and you're not here
The future that we hold is so unclear
But I'm not alive until you call
And I'll bet the odds against it all
Save your advice 'cause I won't hear
You might be right but I don't care
There's a million reasons why I should give you up
But the heart wants what it wants
The heart wants what it wants

You got me scattered in pieces
Shining like stars and screaming
Lighting me up like Venus
But then you disappear and make me wait
And every second's like torture
Heroin drip, no more so
Finding a way to let go
Baby, baby no I can't escape

The bed's getting cold and you're not here
The future that we hold is so unclear
But I'm not alive until you call
And I'll bet the odds against it all
Save your advice 'cause I won't hear
You might be right but I don't care
There's a million reasons why I should give you up
But the heart wants what it wants
The heart wants what it wants
The heart wants what it wants
The heart wants what it wants

This is a modern fairytale
No happy endings
No wind in our sails
But I can't imagine a life without
Breathless moments
Breaking me down, down, down, down 

The bed's getting cold and you're not here
The future that we hold is so unclear
But I'm not alive until you call
And I'll bet the odds against it all
Save your advice 'cause I won't hear
You might be right but I don't care
There's a million reasons why I should give you up
But the heart wants what it wants
The heart wants what it wants
The heart wants what it wants
The heart wants what it wants

The heart wants what it wants baby
It wants what it wants baby
It wants what it wants
It wants what it wants

The heart wants what it wants baby
It wants what it wants baby...",2000
33,"I've got a girl crush
Hate to admit it, but
I got a heart rush
Ain't slowing down
I got it real bad
Want everything she has
That smile and that midnight laugh
She's givin' you now

I wanna taste her lips
Yeah, 'cause they taste like you
I wanna drown myself
In a bottle of her perfume
I want her long blond hair
I want her magic touch
Yeah, 'cause maybe then
You'd want me just as much
I got a girl crush
I got a girl crush

I don't get no sleep
I don't get no peace
Thinkin' about her
Under your bed sheets
The way that she's whisperin'
The way that she's pullin' you in
Lord knows I've tried
I can't get her off my mind

I wanna taste her lips
Yeah, 'cause they taste like you
I wanna drown myself
In a bottle of her perfume
I want her long blond hair
I want her magic touch
Yeah, 'cause maybe then
You'd want me just as much
I got a girl crush

I got a girl crush
Hate to admit it but
I got a heart rush
It ain't slowin' down",2000
